Locus	Annotation (TAIR10)	Mapman Category	GO term biological process	Mean Day 0 MD	Mean Day 0 MN	Mean Day 4 MD	Mean Day 4 MN	Mean Day 9 MD	Mean Day 9 MN	Mean Day 12 MD	Mean Day 12 MN	Mean Day 2rek MD	Mean Day 2rek MN
AT4G11960	PGR5-like B	PS.lightreaction	photosynthetic electron transport in photosystem I; photosynthesis; chlorophyll catabolic process	627	352	653.33	360.33	810.67	346.33	690.33	266.33	633	362.33
AT2G05620	proton gradient regulation 5	PS.lightreaction	photosynthetic electron transport in photosystem I; response to high light intensity; cellular response to light intensity; response to blue light; response to water deprivation; response to sucrose stimulus; regulation of proton transport; photoprotection; response to far red light; response to red light	510.67	34.33	421.67	22.67	1446.67	17.67	1727.67	4.33	488.33	6
AT3G15840	post-illumination chlorophyll fluorescence increase	PS.lightreaction	chlororespiration	226.67	433.33	198.67	415.67	278.33	279.33	269	244	229	303.33
AT4G03280	photosynthetic electron transfer C	PS.lightreaction	regulation of hydrogen peroxide metabolic process; response to chitin; photosystem II assembly; defense response to bacterium; defense response. incompatible interaction; systemic acquired resistance. salicylic acid mediated signaling pathway; jasmonic acid mediated signaling pathway; defense response to fungus; photosynthesis. light reaction; salicylic acid biosynthetic process; photosynthetic electron transport chain; response to cold; rRNA processing; response to karrikin; oxidation-reduction process; MAPK cascade; regulation of plant-type hypersensitive response; nonphotochemical quenching; negative regulation of defense response; regulation of multi-organism process; pentose-phosphate shunt; detection of biotic stimulus; plastid organization; protein targeting to membrane	1842.33	2185.67	1897.67	2661.33	2775.33	2664	2783	2134.67	1582.33	1834.33
AT2G26500	cytochrome b6f complex subunit (petM). putative	PS.lightreaction	rRNA processing; plastid organization; photosystem II assembly	285	334.67	269.67	418.33	175.33	221	107	163.33	224	279.33
AT1G70760	inorganic carbon transport protein-related	PS.lightreaction	photosynthetic electron transport in photosystem I; divalent metal ion transport; oxidation-reduction process; pentose-phosphate shunt; cellular cation homeostasis	203.67	306	184.33	335.33	203.33	229	150.67	163.67	224.67	249.33
AT4G37925	subunit NDH-M of NAD(P)H:plastoquinone dehydrogenase complex	PS.lightreaction	NADH dehydrogenase complex (plastoquinone) assembly; oxidation-reduction process	71.33	284.33	75.67	310	178.67	250.67	142	162	82	214
AT1G10960	ferredoxin 1	PS.lightreaction	pentose-phosphate shunt; electron transport chain; response to karrikin; abscisic acid biosynthetic process	1315.67	1056.33	1242.33	1213	983	1157	870	983	1153	1095.33
AT3G16250	NDH-dependent cyclic electron flow 1	PS.lightreaction	isopentenyl diphosphate biosynthetic process. mevalonate-independent pathway; photosynthetic electron transport in photosystem I; glucosinolate biosynthetic process; starch biosynthetic process; glucosinolate metabolic process; pentose-phosphate shunt; cellular cation homeostasis; divalent metal ion transport	72.33	334	61.67	391.33	52	283.67	31.67	247.33	49.67	255
AT5G66190	ferredoxin-NADP(+)-oxidoreductase 1	PS.lightreaction	photosynthesis; plastid organization; pentose-phosphate shunt; defense response to fungus; regulation of plant-type hypersensitive response; positive regulation of catalytic activity; photosynthetic electron transport chain; response to cold; jasmonic acid mediated signaling pathway; defense response to bacterium; oxidation-reduction process; systemic acquired resistance. salicylic acid mediated signaling pathway; salicylic acid biosynthetic process; photosynthetic electron transport in photosystem I; response to chitin; photosystem II assembly; regulation of multi-organism process; rRNA processing; defense response. incompatible interaction; protein targeting to membrane; regulation of hydrogen peroxide metabolic process; detection of biotic stimulus; photosynthesis. light reaction; MAPK cascade; glucosinolate biosynthetic process; negative regulation of defense response	2009.67	2650	1978.33	2600.67	2097	2567	1824.33	1987.67	1875.67	2951
AT1G20020	ferredoxin-NADP(+)-oxidoreductase 2	PS.lightreaction	pentose-phosphate shunt; jasmonic acid mediated signaling pathway; regulation of plant-type hypersensitive response; response to cytokinin stimulus; defense response to bacterium; defense response. incompatible interaction; MAPK cascade; detection of biotic stimulus; salicylic acid biosynthetic process; photorespiration; negative regulation of defense response; photosynthesis; plastid organization; systemic acquired resistance. salicylic acid mediated signaling pathway; photosystem II assembly; defense response to fungus; photosynthetic electron transport in photosystem I; glucosinolate biosynthetic process; regulation of hydrogen peroxide metabolic process; protein targeting to membrane; response to cold; defense response to fungus. incompatible interaction; rRNA processing; stomatal complex morphogenesis; photosynthesis. light reaction; regulation of multi-organism process; oxidation-reduction process; response to chitin	1223.67	1683	1258.67	1693.33	1396	1602	1119.67	1243.33	1148	1843.67
AT1G20340	Cupredoxin superfamily protein	PS.lightreaction	anthocyanin accumulation in tissues in response to UV light; regulation of translation; negative regulation of translation; response to copper ion; leaf morphogenesis; positive regulation of transcription. DNA-dependent; cysteine biosynthetic process; pentose-phosphate shunt; polysaccharide biosynthetic process; response to high light intensity; root hair elongation; response to cadmium ion; response to red light; hydrogen peroxide catabolic process; cell wall organization; plastid organization; cell differentiation; multidimensional cell growth; regulation of hormone levels; response to sucrose stimulus; cell tip growth; copper ion homeostasis; regulation of proton transport; response to blue light; response to far red light; response to UV	5801.67	2059	5330.67	2834	4151	2389.67	3024.33	1804.33	5114.67	2355.33
AT1G61520	photosystem I light harvesting complex gene 3	PS.lightreaction	photosynthesis; cysteine biosynthetic process; response to cytokinin stimulus	8177.33	235.33	7121.33	265.33	4793.33	24.33	4531.33	14.67	6728.33	23.67
AT3G47470	light-harvesting chlorophyll-protein complex I subunit A4	PS.lightreaction	cysteine biosynthetic process; divalent metal ion transport; cellular cation homeostasis; photosynthesis. light harvesting; photosynthesis; response to karrikin	6987.33	115	6726	82	5594	17	3562.67	7	5786.67	5.33
AT3G54890	photosystem I light harvesting complex gene 1	PS.lightreaction	photosynthesis; photosynthesis. light harvesting; response to sucrose stimulus; response to far red light; response to high light intensity; photosynthesis. light harvesting in photosystem I; rRNA processing; response to red light; response to blue light; regulation of proton transport	6377	158.67	6131	168	4724.33	24.33	3679	23.67	5565.33	9.33
AT3G61470	photosystem I light harvesting complex gene 2	PS.lightreaction	photosynthesis. light harvesting; photosynthesis. light harvesting in photosystem I; photosynthesis	6134	293	5581.33	283.67	4585.33	117	4199.33	88.33	5170.67	55.33
AT5G28450	Chlorophyll A-B binding family protein	PS.lightreaction	photosynthesis. light harvesting; photosynthesis	1321.67	65	1250.33	75.67	1004	24.67	795.33	18.33	1048	9.33
AT1G34000	one-helix protein 2	PS.lightreaction	response to blue light; response to red light; regulation of proton transport; response to high light intensity; response to light intensity; response to far red light; response to sucrose stimulus	113	194	106	230.67	146	275	141.67	305.67	105	206
AT4G12800	photosystem I subunit l	PS.lightreaction	photosystem II assembly; photosynthesis; rRNA processing; photosynthesis. light reaction; divalent metal ion transport; cellular cation homeostasis; plastid organization	6775	2273	5686	2855	3832.67	997.67	3914.33	1294	5926.33	1178.33
AT1G52230	photosystem I subunit H2	PS.lightreaction	photosynthetic electron transport in photosystem I; regulation of protein dephosphorylation; photosynthesis; photosystem II assembly; photosynthesis. light reaction; plastid organization; cysteine biosynthetic process; rRNA processing; response to cytokinin stimulus	4219.33	648.67	4269.67	994.33	2825	572.67	2014.67	440	3445.67	343.67
AT1G31330	photosystem I subunit F	PS.lightreaction	photosynthesis; cysteine biosynthetic process	4441	1164.33	4111	1692.33	1606	358.67	1198	381	3523.33	719.67
AT5G64040	photosystem I reaction center subunit PSI-N. chloroplast. putative / PSI-N. putative (PSAN)	PS.lightreaction	photosynthesis; photosynthetic electron transport in photosystem I; regulation of protein dephosphorylation; cysteine biosynthetic process; pentose-phosphate shunt; photosynthesis. light reaction	4703	719.67	4676.67	961.67	1606.67	697	782	540.67	3282	803.33
AT1G03130	photosystem I subunit D-2	PS.lightreaction	photosynthesis; regulation of protein dephosphorylation; cellular cation homeostasis; divalent metal ion transport; photosynthesis. light reaction	3728.67	761.67	3680.67	1116.67	2070.67	586.67	1662	456.33	3504	551.67
AT1G30380	photosystem I subunit K	PS.lightreaction	photosynthesis; divalent metal ion transport; cysteine biosynthetic process; cellular cation homeostasis	3999	380.33	3506.33	444.67	1737.67	144.33	1216.33	140	3206	181.67
AT1G08380	photosystem I subunit O	PS.lightreaction	photosynthesis. light reaction; photosystem II assembly; regulation of protein dephosphorylation; pentose-phosphate shunt; photosynthesis. light harvesting in photosystem I; divalent metal ion transport; plastid organization; rRNA processing; cysteine biosynthetic process; cellular cation homeostasis	3611	285.67	3457.33	460.33	1492.67	183.67	983.33	195	2995.33	221.67
AT1G55670	photosystem I subunit G	PS.lightreaction	photosynthesis; photosynthetic NADP+ reduction; protein stabilization; photosynthetic electron transport in photosystem I; photosystem I stabilization; cellular cation homeostasis; divalent metal ion transport; cysteine biosynthetic process	2260	564.33	2310.67	849	1324	352	878.33	297.33	2117.67	445.67
AT2G20260	photosystem I subunit E-2	PS.lightreaction	photosynthesis. light reaction; cellular cation homeostasis; response to cytokinin stimulus; divalent metal ion transport; photosynthesis	2334.67	440	2217.67	644.67	1022.33	331.33	730	283.33	1787.33	251
AT2G46820	photosystem I P subunit	PS.lightreaction	photosynthetic electron transport in photosystem I; rRNA processing; plastid organization; photosynthesis. light reaction; pentose-phosphate shunt; regulation of protein dephosphorylation; response to abscisic acid stimulus; photosystem II assembly; thylakoid membrane organization; photosynthesis	1123.33	726	1222.67	995	962.67	525	640.33	386	1246	680
AT5G23120	photosystem II stability/assembly factor. chloroplast (HCF136)	PS.lightreaction	chlorophyll biosynthetic process; positive regulation of transcription. DNA-dependent; hydrogen peroxide catabolic process; photosystem II assembly; ncRNA metabolic process; response to red light; response to cadmium ion; transcription from plastid promoter; response to far red light; PSII associated light-harvesting complex II catabolic process; plastid organization; rRNA processing; chloroplast relocation; regulation of protein dephosphorylation; carotenoid biosynthetic process; response to blue light; pentose-phosphate shunt; thylakoid membrane organization; response to cytokinin stimulus; protein complex assembly	536.33	523.33	546.33	801.33	422.67	533.67	388.33	580.67	372.67	463.33
